
SetupTitle, I/V-t Sampling
PrimitiveTest, I/V-t Sampling
DataValue, 2, 0, 7.455000000000001, 3.9936E-09, -3.9962999999999995E-09
DataValue, 2, 0, 7.5150000000000006, 3.9895999999999995E-09, -3.9923999999999996E-09
DataValue, 2, 0, 7.575, 3.9891E-09, -3.9826999999999995E-09
DataValue, 2, 0, 7.6250000000000009, 3.9841E-09, -3.9835999999999994E-09
DataValue, 2, 0, 7.6750000000000007, 3.9815999999999996E-09, -3.9744E-09
DataValue, 2, 0, 7.7250000000000005, 3.9768E-09, -3.98E-09
DataValue, 2, 0, 7.775, 3.9748E-09, -3.9662E-09
DataValue, 2, 0, 7.8250000000000011, 3.9705E-09, -3.9722E-09
DataValue, 2, 0, 7.8800000000000008, 3.9656E-09, -3.9692E-09
DataValue, 2, 0, 7.94, 3.963E-09, -3.9655E-09
DataValue, 2, 0, 8, 3.9597E-09, -3.961E-09
DataValue, 2, 0, 8.06, 3.9561999999999992E-09, -3.9563E-09
DataValue, 2, 0, 8.120000000000001, 3.953E-09, -3.9541E-09
DataValue, 2, 0, 8.1800000000000015, 3.9513E-09, -3.9439E-09
DataValue, 2, 0, 8.23, 3.9470999999999993E-09, -3.9498999999999994E-09
DataValue, 2, 0, 8.2800000000000011, 3.9446E-09, -3.9394E-09
DataValue, 2, 0, 8.33, 3.9413E-09, -3.9429E-09
DataValue, 2, 0, 8.3850000000000016, 3.9375E-09, -3.9405999999999994E-09
DataValue, 2, 0, 8.445, 3.9340999999999995E-09, -3.9381999999999995E-09
DataValue, 2, 0, 8.505, 3.9314E-09, -3.9332999999999992E-09
DataValue, 2, 0, 8.5650000000000013, 3.9288E-09, -3.9308E-09
DataValue, 2, 0, 8.625, 3.9258E-09, -3.9280999999999993E-09
DataValue, 2, 0, 8.685, 3.9232999999999995E-09, -3.9262999999999996E-09
DataValue, 2, 0, 8.745000000000001, 3.9219999999999995E-09, -3.9156E-09
DataValue, 2, 0, 8.795, 3.9187E-09, -3.9187999999999993E-09
DataValue, 2, 0, 8.845, 3.9170999999999992E-09, -3.9105999999999993E-09
DataValue, 2, 0, 8.8950000000000014, 3.9141999999999996E-09, -3.9172E-09
DataValue, 2, 0, 8.9500000000000011, 3.9105E-09, -3.9137E-09
DataValue, 2, 0, 9.0100000000000016, 3.9098999999999995E-09, -3.9116E-09
DataValue, 2, 0, 9.07, 5.9015999999999996E-09, -6.9888E-09
DataValue, 2, 0, 9.13, 6.9836999999999994E-09, -6.9886999999999992E-09
DataValue, 2, 0, 9.1900000000000013, 6.9875999999999993E-09, -6.9916E-09
DataValue, 2, 0, 9.25, 6.990499999999999E-09, -6.9937999999999996E-09
DataValue, 2, 0, 9.31, 6.9916999999999993E-09, -6.9849999999999994E-09
DataValue, 2, 0, 9.3600000000000012, 6.9920999999999995E-09, -6.9950999999999996E-09
DataValue, 2, 0, 9.41, 6.9916999999999993E-09, -6.9869999999999991E-09
DataValue, 2, 0, 9.46, 6.9910999999999992E-09, -6.9929E-09
DataValue, 2, 0, 9.5100000000000016, 6.9888999999999993E-09, -6.9847E-09
DataValue, 2, 0, 9.56, 6.9895999999999991E-09, -6.991999999999999E-09
DataValue, 2, 0, 9.615, 6.9879999999999994E-09, -6.9903E-09
DataValue, 2, 0, 9.675, 6.9866999999999995E-09, -6.9894999999999995E-09
DataValue, 2, 0, 9.7350000000000012, 6.985099999999999E-09, -6.9882999999999991E-09
DataValue, 2, 0, 9.795, 6.9832E-09, -6.986399999999999E-09
DataValue, 2, 0, 9.855, 6.9810999999999994E-09, -6.9825999999999994E-09
DataValue, 2, 0, 9.9150000000000009, 6.9812999999999995E-09, -6.9733999999999991E-09
DataValue, 2, 0, 9.9650000000000016, 6.977099999999999E-09, -6.9800999999999991E-09
DataValue, 2, 0, 10.015, 6.9755999999999989E-09, -6.969099999999999E-09
DataValue, 2, 0, 10.065000000000001, 6.9717999999999994E-09, -6.9747999999999995E-09
DataValue, 2, 0, 10.115, 6.9680999999999995E-09, -6.9657E-09
DataValue, 2, 0, 10.165000000000001, 6.97E-09, -6.9698999999999993E-09
DataValue, 2, 0, 10.22, 6.9651999999999991E-09, -6.9676999999999994E-09
DataValue, 2, 0, 10.280000000000001, 6.9618999999999993E-09, -6.9639999999999995E-09
DataValue, 2, 0, 10.340000000000002, 6.9596999999999994E-09, -6.9613999999999996E-09
DataValue, 2, 0, 10.4, 6.9558999999999991E-09, -6.958299999999999E-09
DataValue, 2, 0, 10.46, 6.9536999999999993E-09, -6.9549E-09
DataValue, 2, 0, 10.520000000000001, 6.951399999999999E-09, -6.9436999999999995E-09
DataValue, 2, 0, 10.57, 6.9467E-09, -6.948799999999999E-09
DataValue, 2, 0, 10.620000000000001, 6.9454999999999992E-09, -6.9376999999999993E-09
DataValue, 2, 0, 10.670000000000002, 6.9402999999999993E-09, -6.942099999999999E-09
DataValue, 2, 0, 10.72, 6.9369999999999995E-09, -6.9320999999999993E-09
DataValue, 2, 0, 10.770000000000001, 6.935399999999999E-09, -6.935399999999999E-09
DataValue, 2, 0, 10.825000000000001, 6.9302999999999995E-09, -6.9318999999999992E-09
DataValue, 2, 0, 10.885000000000002, 6.9274999999999995E-09, -6.9268999999999993E-09
DataValue, 2, 0, 10.945, 6.9225E-09, -6.9238999999999992E-09
DataValue, 2, 0, 11.005, 6.9197999999999992E-09, -6.9197999999999992E-09
DataValue, 2, 0, 11.065000000000001, 6.9156999999999992E-09, -6.9153999999999995E-09
DataValue, 2, 0, 11.125000000000002, 6.9132999999999993E-09, -6.9037999999999993E-09
DataValue, 2, 0, 11.175, 6.906899999999999E-09, -6.9082999999999994E-09
DataValue, 2, 0, 11.225000000000001, 6.9040999999999989E-09, -6.897E-09
DataValue, 2, 0, 11.275, 6.8992999999999991E-09, -6.9009999999999992E-09
DataValue, 2, 0, 11.325000000000001, 6.8968999999999992E-09, -6.8903E-09
DataValue, 2, 0, 11.375000000000002, 6.894999999999999E-09, -6.8955E-09
DataValue, 2, 0, 11.430000000000002, 6.8888999999999992E-09, -6.8892E-09
DataValue, 2, 0, 11.49, 6.8847999999999992E-09, -6.8864E-09
DataValue, 2, 0, 11.55, 6.8806E-09, -6.8789999999999991E-09
DataValue, 2, 0, 11.610000000000001, 6.8748999999999991E-09, -6.8767E-09
DataValue, 2, 0, 11.670000000000002, 6.8717999999999994E-09, -6.8717E-09
DataValue, 2, 0, 11.73, 6.8691999999999994E-09, -6.8595999999999989E-09
DataValue, 2, 0, 11.780000000000001, 6.8643999999999996E-09, -6.8648999999999993E-09
DataValue, 2, 0, 11.830000000000002, 6.8605E-09, -6.8532999999999991E-09
DataValue, 2, 0, 11.88, 6.8551E-09, -6.8555999999999994E-09
DataValue, 2, 0, 11.930000000000002, 6.853099999999999E-09, -6.8458999999999993E-09
DataValue, 2, 0, 11.98, 6.8493999999999991E-09, -6.8506999999999991E-09
DataValue, 2, 0, 12.035, 6.8427999999999996E-09, -6.8423999999999994E-09
DataValue, 2, 0, 12.095, 6.839499999999999E-09, -6.839699999999999E-09
DataValue, 2, 0, 12.155000000000001, 6.8341999999999994E-09, -6.832799999999999E-09
DataValue, 2, 0, 12.215000000000002, 6.8298999999999993E-09, -6.8298E-09
DataValue, 2, 0, 12.275, 6.8251999999999991E-09, -6.8251999999999991E-09
DataValue, 2, 0, 12.335, 6.821999999999999E-09, -6.8128999999999991E-09
DataValue, 2, 0, 12.385000000000002, 6.8154999999999991E-09, -6.8177E-09
DataValue, 2, 0, 12.435, 6.8123999999999993E-09, -6.8063999999999992E-09
DataValue, 2, 0, 12.485000000000001, 6.8086999999999995E-09, -6.8093999999999993E-09
DataValue, 2, 0, 12.535, 6.8049999999999996E-09, -6.7974999999999993E-09
DataValue, 2, 0, 12.585, 6.8015E-09, -5.4058E-09
DataValue, 2, 0, 12.64, 3.7028999999999997E-09, -3.7193999999999998E-09
DataValue, 2, 0, 12.700000000000001, 3.7106999999999996E-09, -3.7112999999999998E-09
DataValue, 2, 0, 12.760000000000002, 3.7053999999999996E-09, -3.7064999999999996E-09
DataValue, 2, 0, 12.82, 3.6999999999999996E-09, -3.7017999999999998E-09
DataValue, 2, 0, 12.88, 3.6949999999999998E-09, -3.6944999999999996E-09
DataValue, 2, 0, 12.940000000000001, 3.6911E-09, -3.6919999999999997E-09
DataValue, 2, 0, 13.000000000000002, 3.6902999999999996E-09, -3.6818999999999995E-09
DataValue, 2, 0, 13.05, 3.6859999999999995E-09, -3.6845999999999995E-09
DataValue, 2, 0, 13.100000000000001, 3.6828999999999998E-09, -3.6756999999999996E-09
DataValue, 2, 0, 13.15, 3.6788999999999998E-09, -3.6809999999999996E-09
DataValue, 2, 0, 13.205000000000002, 3.6755999999999996E-09, -3.6778999999999995E-09
DataValue, 2, 0, 13.265, 3.6716999999999996E-09, -3.6727999999999996E-09
DataValue, 2, 0, 13.325000000000001, 3.6683999999999995E-09, -3.6714999999999996E-09
DataValue, 2, 0, 13.385000000000002, 3.6658999999999995E-09, -3.6672999999999995E-09
DataValue, 2, 0, 13.445, 3.6618999999999995E-09, -3.6636999999999997E-09
DataValue, 2, 0, 13.505, 3.6602E-09, -3.6616E-09
DataValue, 2, 0, 13.565000000000001, 3.6564999999999995E-09, -3.6603999999999995E-09
DataValue, 2, 0, 13.625000000000002, 3.6561E-09, -3.652E-09
DataValue, 2, 0, 13.675, 3.6526999999999996E-09, -3.6536999999999995E-09
DataValue, 2, 0, 13.725000000000001, 3.6507E-09, -3.6441999999999995E-09
DataValue, 2, 0, 13.775, 3.6471999999999996E-09, -3.6482999999999995E-09
DataValue, 2, 0, 13.830000000000002, 3.6462999999999997E-09, -3.6459999999999996E-09
DataValue, 2, 0, 13.89, 3.6427999999999995E-09, -3.6450999999999997E-09
DataValue, 2, 0, 13.950000000000001, 3.6397999999999998E-09, -3.6406999999999996E-09
DataValue, 2, 0, 14.010000000000002, 3.6372E-09, -3.6380999999999997E-09
DataValue, 2, 0, 14.07, 3.6341999999999997E-09, -3.6372E-09
DataValue, 2, 0, 14.13, 3.6324999999999996E-09, -3.6327999999999997E-09
DataValue, 2, 0, 14.190000000000001, 3.6289999999999998E-09, -3.6295999999999995E-09
DataValue, 2, 0, 14.250000000000002, 3.6300999999999997E-09, -3.6238999999999994E-09
DataValue, 2, 0, 14.3, 3.6255999999999996E-09, -3.6251E-09
DataValue, 2, 0, 14.350000000000001, 3.6254999999999995E-09, -3.6168999999999998E-09
DataValue, 2, 0, 14.4, 3.6215999999999996E-09, -3.6215999999999996E-09
DataValue, 2, 0, 14.450000000000001, 3.6204999999999996E-09, -3.6129E-09
DataValue, 2, 0, 14.500000000000002, 3.6200999999999995E-09, -3.6177999999999996E-09
DataValue, 2, 0, 14.555000000000002, 3.6178999999999997E-09, -3.6164999999999997E-09
DataValue, 2, 0, 14.615000000000002, 3.6132999999999995E-09, -3.6158E-09
DataValue, 2, 0, 14.675, 3.6111999999999997E-09, -3.6132999999999995E-09
DataValue, 2, 0, 14.735000000000001, 3.6097999999999997E-09, -3.6104999999999995E-09
DataValue, 2, 0, 14.795000000000002, 3.6079999999999995E-09, -3.6085999999999997E-09
DataValue, 2, 0, 14.855, 3.6072999999999997E-09, -3.6016999999999997E-09
DataValue, 2, 0, 14.905000000000001, 3.6057999999999997E-09, -3.6045999999999997E-09
DataValue, 2, 0, 14.955000000000002, 3.6039999999999995E-09, -3.5978999999999997E-09
DataValue, 2, 0, 15.005, 3.6025999999999995E-09, -3.6024999999999995E-09
DataValue, 2, 0, 15.055000000000002, 3.6017999999999997E-09, -3.5947999999999996E-09
DataValue, 2, 0, 15.105, 3.5997999999999995E-09, -3.5986999999999996E-09
DataValue, 2, 0, 15.160000000000002, 3.5979999999999998E-09, -3.5982999999999995E-09
DataValue, 2, 0, 15.22, 3.5958999999999995E-09, -3.5946999999999996E-09
DataValue, 2, 0, 15.280000000000001, 3.5946999999999996E-09, -3.5941E-09
DataValue, 2, 0, 15.340000000000002, 3.5928999999999995E-09, -3.5896999999999997E-09
DataValue, 2, 0, 15.400000000000002, 3.5914E-09, -3.5888999999999995E-09
DataValue, 2, 0, 15.46, 3.5909999999999997E-09, -3.5837999999999996E-09
DataValue, 2, 0, 15.510000000000002, 3.5862999999999995E-09, -3.5879999999999996E-09
DataValue, 2, 0, 15.565000000000001, 3.5843999999999997E-09, -3.5883999999999997E-09
DataValue, 2, 0, 15.625000000000002, 3.5823999999999995E-09, -3.5848E-09
DataValue, 2, 0, 15.685, 3.5838999999999996E-09, -3.5828999999999997E-09
DataValue, 2, 0, 15.745000000000001, 3.5813999999999996E-09, -3.5748999999999997E-09
DataValue, 2, 0, 15.805000000000002, 3.5814999999999997E-09, -3.5733999999999997E-09
DataValue, 2, 0, 15.865000000000002, 3.5772999999999996E-09, -3.5753999999999995E-09
DataValue, 2, 0, 15.925, 3.5740999999999995E-09, -3.5749999999999998E-09
DataValue, 2, 0, 15.985000000000001, 3.5713999999999995E-09, -3.5774999999999997E-09
DataValue, 2, 0, 16.045, 3.5707999999999997E-09, -3.5699999999999995E-09
DataValue, 2, 0, 16.095000000000002, 3.5706999999999997E-09, -3.5716999999999996E-09
DataValue, 2, 0, 16.145, 3.5687999999999995E-09, -3.5648999999999995E-09
DataValue, 2, 0, 16.195, 3.5669999999999998E-09, -3.5687999999999995E-09
DataValue, 2, 0, 16.25, 4.8394E-09, -6.3220999999999991E-09
DataValue, 2, 0, 16.310000000000002, 6.5686999999999995E-09, -6.568E-09
DataValue, 2, 0, 16.37, 6.5697999999999994E-09, -6.5684E-09
DataValue, 2, 0, 16.43, 6.569899999999999E-09, -6.5708E-09
DataValue, 2, 0, 16.490000000000002, 6.5682999999999993E-09, -6.571399999999999E-09
DataValue, 2, 0, 16.55, 6.568599999999999E-09, -6.572699999999999E-09
DataValue, 2, 0, 16.610000000000003, 6.5700999999999991E-09, -6.5650999999999992E-09
DataValue, 2, 0, 16.66, 6.5695E-09, -6.5686999999999995E-09
DataValue, 2, 0, 16.71, 6.5687999999999991E-09, -6.5635999999999991E-09
DataValue, 2, 0, 16.76, 6.5674999999999991E-09, -6.5682999999999993E-09
DataValue, 2, 0, 16.810000000000002, 6.5662999999999995E-09, -6.5617999999999994E-09
DataValue, 2, 0, 16.860000000000003, 6.565999999999999E-09, -6.5682999999999993E-09
DataValue, 2, 0, 16.91, 6.5641E-09, -6.5600999999999993E-09
DataValue, 2, 0, 16.96, 6.5648999999999991E-09, -6.5669999999999993E-09
DataValue, 2, 0, 17.015, 6.563E-09, -6.5654999999999993E-09
DataValue, 2, 0, 17.075000000000003, 6.5602E-09, -6.5619999999999995E-09
DataValue, 2, 0, 17.135, 6.5594999999999991E-09, -6.5615E-09
DataValue, 2, 0, 17.195, 6.5593999999999995E-09, -6.5513999999999995E-09
DataValue, 2, 0, 17.245, 6.5561E-09, -6.5589999999999994E-09
DataValue, 2, 0, 17.295, 6.5553999999999991E-09, -6.5496999999999994E-09
DataValue, 2, 0, 17.345000000000002, 6.5535E-09, -6.5565999999999995E-09
DataValue, 2, 0, 17.395000000000003, 6.5512999999999991E-09, -6.5446999999999995E-09
DataValue, 2, 0, 17.445, 6.5498999999999995E-09, -6.5520999999999993E-09
DataValue, 2, 0, 17.5, 6.5458999999999991E-09, -6.5496999999999994E-09
DataValue, 2, 0, 17.560000000000002, 6.5458999999999991E-09, -6.5483999999999994E-09
DataValue, 2, 0, 17.62, 6.543099999999999E-09, -6.5440999999999994E-09
DataValue, 2, 0, 17.68, 6.5405999999999995E-09, -6.5431999999999995E-09
DataValue, 2, 0, 17.740000000000002, 6.5384999999999993E-09, -6.5414E-09
DataValue, 2, 0, 17.8, 6.5390999999999995E-09, -6.5265E-09
DataValue, 2, 0, 17.85, 6.533399999999999E-09, -6.5354999999999992E-09
DataValue, 2, 0, 17.900000000000002, 6.5324999999999991E-09, -6.525399999999999E-09
DataValue, 2, 0, 17.950000000000003, 6.5291999999999993E-09, -6.5321999999999994E-09
DataValue, 2, 0, 18, 6.526899999999999E-09, -6.5191999999999996E-09
DataValue, 2, 0, 18.05, 6.5248E-09, -6.5265E-09
DataValue, 2, 0, 18.105, 6.5207999999999992E-09, -6.5242999999999991E-09
DataValue, 2, 0, 18.165000000000003, 6.5176999999999995E-09, -6.5205999999999992E-09
DataValue, 2, 0, 18.225, 6.5144999999999994E-09, -6.5166999999999992E-09
DataValue, 2, 0, 18.285, 6.5110999999999992E-09, -6.5134999999999991E-09
DataValue, 2, 0, 18.345000000000002, 6.5071999999999992E-09, -6.5101999999999993E-09
DataValue, 2, 0, 18.405, 6.5068999999999995E-09, -6.4969999999999994E-09
DataValue, 2, 0, 18.455000000000002, 6.5016999999999996E-09, -6.5047999999999993E-09
DataValue, 2, 0, 18.505000000000003, 6.501E-09, -6.492999999999999E-09
DataValue, 2, 0, 18.555000000000003, 6.4958999999999995E-09, -6.4963999999999992E-09
DataValue, 2, 0, 18.605, 6.4930999999999994E-09, -6.4852999999999995E-09
DataValue, 2, 0, 18.655, 6.4892999999999991E-09, -6.4922999999999992E-09
DataValue, 2, 0, 18.71, 6.4855999999999992E-09, -6.4874E-09
DataValue, 2, 0, 18.770000000000003, 6.4829E-09, -6.4842E-09
DataValue, 2, 0, 18.830000000000002, 6.4784999999999991E-09, -6.4807E-09
DataValue, 2, 0, 18.89, 6.4745999999999991E-09, -6.4803999999999993E-09
DataValue, 2, 0, 18.950000000000003, 6.4727999999999994E-09, -6.4753999999999994E-09
DataValue, 2, 0, 19.01, 6.472899999999999E-09, -6.4635999999999991E-09
DataValue, 2, 0, 19.060000000000002, 6.4686999999999994E-09, -6.4706999999999992E-09
DataValue, 2, 0, 19.110000000000003, 6.4669999999999993E-09, -6.4585999999999992E-09
DataValue, 2, 0, 19.16, 6.4649999999999995E-09, -6.4630999999999993E-09
DataValue, 2, 0, 19.21, 6.4622999999999991E-09, -6.4507E-09
DataValue, 2, 0, 19.26, 6.4615E-09, -6.4537E-09
DataValue, 2, 0, 19.310000000000002, 6.4602E-09, -6.4464999999999992E-09
DataValue, 2, 0, 19.360000000000003, 6.4543999999999995E-09, -6.4535999999999993E-09
DataValue, 2, 0, 19.415000000000003, 6.4514999999999991E-09, -6.4535E-09
DataValue, 2, 0, 19.475, 6.4455E-09, -6.4509999999999993E-09
DataValue, 2, 0, 19.535, 6.4412999999999993E-09, -6.4500999999999995E-09
DataValue, 2, 0, 19.595000000000002, 6.4399E-09, -6.4356999999999992E-09
DataValue, 2, 0, 19.645000000000003, 6.4349999999999994E-09, -6.4388999999999993E-09
DataValue, 2, 0, 19.695, 6.4347999999999993E-09, -6.4298999999999991E-09
DataValue, 2, 0, 19.745, 6.4312999999999995E-09, -6.4334E-09
DataValue, 2, 0, 19.795, 6.4297999999999994E-09, -6.4209E-09
DataValue, 2, 0, 19.845000000000002, 6.4265E-09, -6.4239E-09
DataValue, 2, 0, 19.900000000000002, 6.4232999999999995E-09, -6.4218999999999991E-09
DataValue, 2, 0, 19.96, 6.4194999999999992E-09, -6.4213E-09
DataValue, 2, 0, 20.020000000000003, 6.4157999999999993E-09, -6.4183999999999993E-09
DataValue, 2, 0, 20.080000000000002, 6.4111999999999995E-09, -6.4135999999999994E-09
DataValue, 2, 0, 20.14, 6.409399999999999E-09, -6.4110999999999991E-09
DataValue, 2, 0, 20.200000000000003, 6.408099999999999E-09, -6.4006E-09
DataValue, 2, 0, 20.25, 6.404199999999999E-09, -6.4025999999999994E-09
DataValue, 2, 0, 20.3, 6.4014999999999995E-09, -6.3969E-09
DataValue, 2, 0, 20.35, 6.3986999999999994E-09, -6.397299999999999E-09
DataValue, 2, 0, 20.400000000000002, 6.3967999999999993E-09, -6.3930999999999994E-09
DataValue, 2, 0, 20.450000000000003, 6.3909999999999991E-09, -6.3936999999999995E-09
DataValue, 2, 0, 20.505000000000003, 6.3908999999999995E-09, -6.3885E-09
DataValue, 2, 0, 20.565, 6.3891E-09, -6.3831E-09
DataValue, 2, 0, 20.625, 5.5175E-09, -3.7134999999999996E-09
DataValue, 2, 0, 20.685000000000002, 3.3626999999999996E-09, -3.3648E-09
DataValue, 2, 0, 20.745, 3.3614999999999996E-09, -3.3550999999999997E-09
DataValue, 2, 0, 20.805000000000003, 3.3577999999999997E-09, -3.3564999999999997E-09
DataValue, 2, 0, 20.865000000000002, 3.3537999999999997E-09, -3.3529999999999995E-09
DataValue, 2, 0, 20.925, 3.3535999999999997E-09, -3.3457999999999998E-09
DataValue, 2, 0, 20.975, 3.35E-09, -3.3471999999999998E-09
DataValue, 2, 0, 21.03, 3.3468999999999997E-09, -3.3448999999999995E-09
DataValue, 2, 0, 21.090000000000003, 3.3435E-09, -3.3433E-09
DataValue, 2, 0, 21.150000000000002, 3.3400999999999997E-09, -3.3408999999999995E-09
DataValue, 2, 0, 21.21, 3.3403999999999998E-09, -3.3340999999999995E-09
DataValue, 2, 0, 21.270000000000003, 3.3387999999999997E-09, -3.3316999999999996E-09
DataValue, 2, 0, 21.330000000000002, 3.3353E-09, -3.3317999999999996E-09
DataValue, 2, 0, 21.39, 3.3323999999999998E-09, -3.3313E-09
DataValue, 2, 0, 21.450000000000003, 3.3298E-09, -3.3268999999999998E-09
DataValue, 2, 0, 21.51, 3.3288999999999995E-09, -3.3266999999999997E-09
DataValue, 2, 0, 21.560000000000002, 3.3272E-09, -3.3272E-09
DataValue, 2, 0, 21.610000000000003, 3.3263999999999996E-09, -3.3208999999999996E-09
DataValue, 2, 0, 21.66, 3.3252999999999997E-09, -3.3225999999999997E-09
DataValue, 2, 0, 21.71, 3.3236999999999996E-09, -3.3197999999999996E-09
DataValue, 2, 0, 21.76, 3.3215999999999998E-09, -3.3214999999999997E-09
DataValue, 2, 0, 21.815, 3.3218E-09, -3.3165999999999995E-09
DataValue, 2, 0, 21.875000000000004, 3.3208999999999996E-09, -3.3172999999999997E-09
DataValue, 2, 0, 21.935000000000002, 3.3193999999999995E-09, -3.3152999999999995E-09
DataValue, 2, 0, 21.995, 3.3165999999999995E-09, -3.3165E-09
DataValue, 2, 0, 22.055000000000003, 3.3159999999999997E-09, -3.3134999999999998E-09
DataValue, 2, 0, 22.115000000000002, 3.3153999999999995E-09, -3.3134999999999998E-09
DataValue, 2, 0, 22.175, 3.3154999999999996E-09, -3.3096E-09
DataValue, 2, 0, 22.225, 3.3133999999999997E-09, -3.3111999999999995E-09
DataValue, 2, 0, 22.275000000000002, 3.3125E-09, -3.3084E-09
DataValue, 2, 0, 22.325000000000003, 3.3115999999999996E-09, -3.3099999999999995E-09
DataValue, 2, 0, 22.375000000000004, 3.3102999999999996E-09, -3.3057E-09
DataValue, 2, 0, 22.425, 3.3093999999999998E-09, -3.3065999999999997E-09
DataValue, 2, 0, 22.48, 3.3087999999999996E-09, -3.307E-09
DataValue, 2, 0, 22.540000000000003, 3.3077999999999997E-09, -3.3058999999999995E-09
DataValue, 2, 0, 22.6, 3.3078999999999997E-09, -3.3059999999999995E-09
DataValue, 2, 0, 22.66, 3.3057999999999995E-09, -3.3053999999999998E-09
DataValue, 2, 0, 22.720000000000002, 3.3044999999999995E-09, -3.3051999999999997E-09
DataValue, 2, 0, 22.78, 3.3053999999999998E-09, -3.2983999999999997E-09
DataValue, 2, 0, 22.830000000000002, 3.3022999999999996E-09, -3.3046999999999996E-09
DataValue, 2, 0, 22.885, 3.3022999999999996E-09, -3.3037999999999997E-09
DataValue, 2, 0, 22.945, 3.3024999999999997E-09, -3.3024999999999997E-09
DataValue, 2, 0, 23.005000000000003, 3.2994999999999996E-09, -3.3019999999999996E-09
DataValue, 2, 0, 23.065, 3.2993999999999996E-09, -3.3003999999999995E-09
DataValue, 2, 0, 23.125000000000004, 3.2982999999999997E-09, -3.2993999999999996E-09
