
PrimitiveTest, I/V Sweep
DataValue, -0.88, -4.1712999999999994E-09, 4.1839E-09
DataValue, -0.84000000000000008, -3.9359E-09, 3.9504E-09
DataValue, -0.8, -3.7037999999999996E-09, 3.7168E-09
DataValue, -0.76, -3.4721999999999997E-09, 3.4862E-09
DataValue, -0.72000000000000008, -3.2419999999999998E-09, 3.2571E-09
DataValue, -0.68, -3.0113999999999998E-09, 3.0267E-09
DataValue, -0.64, -2.7835999999999998E-09, 2.8004999999999996E-09
DataValue, -0.6, -2.5575E-09, 2.5684E-09
DataValue, -0.56, -2.3244999999999996E-09, 2.3414E-09
DataValue, -0.52, -2.0996999999999997E-09, 2.1182999999999996E-09
DataValue, -0.48000000000000004, -1.879E-09, 1.8896999999999998E-09
DataValue, -0.44, -1.6479999999999999E-09, 1.6663E-09
DataValue, -0.4, -1.4254999999999999E-09, 1.4436999999999999E-09
DataValue, -0.36000000000000004, -1.2029999999999999E-09, 1.2154E-09
DataValue, -0.32, -9.7639999999999985E-10, 9.964E-10
DataValue, -0.28, -7.5589999999999994E-10, 7.745E-10
DataValue, -0.24000000000000002, -5.3609999999999994E-10, 5.493E-10
DataValue, -0.2, -3.104E-10, 3.315E-10
DataValue, -0.16, -9.37E-11, 1.0749999999999999E-10
DataValue, -0.12000000000000001, 1.2979999999999998E-10, -1.0869999999999998E-10
DataValue, -0.08, 3.453E-10, -3.2989999999999997E-10
DataValue, -0.04, 5.675E-10, -5.4549999999999993E-10
DataValue, 0, 7.819E-10, -7.6359999999999993E-10
DataValue, 0.04, 1.0011999999999998E-09, -9.7769999999999984E-10
DataValue, 0.08, 1.2146E-09, -1.1960999999999998E-09
DataValue, 0.12000000000000001, 1.4320999999999998E-09, -1.4092999999999999E-09
DataValue, 0.16, 1.6415999999999998E-09, -1.6173999999999998E-09
DataValue, 0.2, 1.8604E-09, -1.8341E-09
DataValue, 0.24000000000000002, 2.0664E-09, -2.0442999999999997E-09
DataValue, 0.28, 2.2790999999999997E-09, -2.2539E-09
DataValue, 0.32, 2.4928E-09, -2.4592999999999996E-09
DataValue, 0.36000000000000004, 2.7005999999999995E-09, -2.6664E-09
DataValue, 0.4, 2.9072999999999997E-09, -2.8715E-09
DataValue, 0.44, 3.1116999999999995E-09, -3.0761999999999998E-09
DataValue, 0.48000000000000004, 3.3084E-09, -3.2813E-09
DataValue, 0.52, 3.5207999999999997E-09, -3.4851999999999995E-09
DataValue, 0.56, 3.7148999999999997E-09, -3.6885E-09
DataValue, 0.6, 3.9280999999999993E-09, -3.8917E-09
DataValue, 0.64, 4.1204E-09, -4.0943999999999994E-09
DataValue, 0.68, 4.3345E-09, -4.2967999999999995E-09
DataValue, 0.72000000000000008, 4.5356999999999995E-09, -4.4978E-09
DataValue, 0.76, 4.7273E-09, -4.7018E-09
DataValue, 0.8, 4.929E-09, -4.902E-09
DataValue, 0.84000000000000008, 5.1414999999999993E-09, -5.1025999999999993E-09
DataValue, 0.88, 5.3421999999999992E-09, -5.3025E-09
DataValue, 0.92, 5.5315999999999994E-09, -5.5043E-09
DataValue, 0.96000000000000008, 5.7422999999999991E-09, -5.7149E-09
DataValue, 1, 5.9497E-09, -5.9195E-09
DataValue, 1.04, 6.154699999999999E-09, -6.1178999999999993E-09
DataValue, 1.08, 6.3442E-09, -6.3165999999999995E-09
DataValue, 1.12, 6.5449E-09, -6.5163999999999995E-09
DataValue, 1.1600000000000001, 6.7451999999999994E-09, -6.7164999999999993E-09
DataValue, 1.2, 6.944699999999999E-09, -6.916599999999999E-09
DataValue, 1.24, 7.144299999999999E-09, -7.1164999999999996E-09
DataValue, 1.28, 7.3452999999999994E-09, -7.3165999999999993E-09
DataValue, 1.32, 7.5474E-09, -7.517799999999999E-09
DataValue, 1.36, 7.748E-09, -7.7195E-09
DataValue, 1.4000000000000001, 7.9488999999999985E-09, -7.9204E-09
DataValue, 1.4400000000000002, 8.1507E-09, -8.1253E-09
DataValue, 1.48, 8.3557E-09, -8.3261E-09
DataValue, 1.52, 8.5595999999999984E-09, -8.5309999999999988E-09
DataValue, 1.56, 8.7606E-09, -8.7345E-09
DataValue, 1.6, 8.9666999999999988E-09, -8.9404E-09
DataValue, 1.6400000000000001, 9.1740999999999988E-09, -9.1452E-09
DataValue, 1.6800000000000002, 9.377099999999999E-09, -9.3523E-09
DataValue, 1.72, 9.5843E-09, -9.5594E-09
DataValue, 1.76, 9.7914999999999987E-09, -9.7657999999999987E-09
DataValue, 1.8, 1.0001499999999999E-08, -9.9746E-09
DataValue, 1.84, 1.02077E-08, -1.0182E-08
DataValue, 1.8800000000000001, 1.0415299999999999E-08, -1.03897E-08
DataValue, 1.9200000000000002, 1.0625699999999999E-08, -1.06001E-08
DataValue, 1.9600000000000002, 1.0835199999999998E-08, -1.0808199999999999E-08
DataValue, 2, 1.1041199999999999E-08, -1.1018099999999999E-08
SetupTitle, I/V Sweep
PrimitiveTest, I/V Sweep
TestParameter, Context.MainFrame, 4155C
TestParameter, Channel.UnitType, SMU, SMU
TestParameter, Channel.Unit, SMU1:MP, SMU3:MP
TestParameter, Channel.IName, I1, I2
TestParameter, Channel.VName, V1, V2
TestParameter, Channel.Mode, V, V
TestParameter, Channel.Func, VAR1, CONST
TestParameter, Channel.Index, 
TestParameter, Channel.Time, 
TestParameter, Measurement.Port.Unit, SMU1:MP, SMU3:MP
TestParameter, Measurement.Port.SeriesResistor, NONE, NONE
TestParameter, Measurement.Port.Filter, ON, ON
TestParameter, Measurement.Primary.Locus, Single
TestParameter, Measurement.Primary.Scale, LINEAR
TestParameter, Measurement.Primary.Start, -2
TestParameter, Measurement.Primary.Stop, 2
TestParameter, Measurement.Primary.Step, 0.04
TestParameter, Measurement.Primary.Compliance, 0.1
TestParameter, Measurement.Primary.PowerCompliance, 0
TestParameter, Measurement.Aborting.Condition, CONTINUE AT ANY
TestParameter, Measurement.PostOutput.Value, START
TestParameter, Measurement.PostOutput.Retention, OFF
TestParameter, Measurement.Bias.Source, -2, 0
TestParameter, Measurement.Bias.Compliance, 0.1, 0.1
TestParameter, Measurement.Monitor.Unit, SMU1:MP, SMU3:MP
TestParameter, Measurement.Monitor.Adc, HR ADC, HR ADC
TestParameter, Measurement.Monitor.RangingMode, LIMITED, LIMITED
TestParameter, Measurement.Monitor.RangeBoundary, 1nA, 1nA
TestParameter, Measurement.Monitor.RangeRating, BY FULL RANGE, BY FULL RANGE
TestParameter, Measurement.Monitor.RangeRatingCoeff, 50, 50
TestParameter, Measurement.Timing.Hold, 0
TestParameter, Measurement.Timing.Delay, 0
TestParameter, Measurement.Adc.HighResolution.AutoZero, OFF
TestParameter, Measurement.Adc.HighResolution.Mode, AUTO
TestParameter, Measurement.Adc.HighResolution.Coeff, 1
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel1, DEFAULT
TestParameter, Measurement.Ag16440ASelector.SemiconductorRelay.Channel3, DEFAULT
TestParameter, Output.Graph.Enabled, true
TestParameter, Output.Graph.AutoScaling, false
TestParameter, Output.Graph.XAxis.Data, V1
TestParameter, Output.Graph.XAxis.Scale, Linear
TestParameter, Output.Graph.XAxis.Left, -1
TestParameter, Output.Graph.XAxis.Right, 1
TestParameter, Output.Graph.XAxis.RunTimeAutoScale, true
TestParameter, Output.Graph.YAxis.Data, I1, I2
TestParameter, Output.Graph.YAxis.Scale, Linear, Linear
TestParameter, Output.Graph.YAxis.Bottom, -0.1, -0.1
TestParameter, Output.Graph.YAxis.Top, 0.1, 0.1
TestParameter, Output.Graph.YAxis.Group, , 
TestParameter, Output.Graph.YAxis.RunTimeAutoScale, true, true
TestParameter, Output.List.Data, V1, I1, I2
TestParameter, AutoAnalysis.Interpolation, false
TestParameter, AutoAnalysis.Var2StepCount, 1
TestParameter, AutoAnalysis.Var2StepScript, 
TestParameter, AutoAnalysis.Line1.Enabled, false
TestParameter, AutoAnalysis.Line1.Type, 1
TestParameter, AutoAnalysis.Line1.Fix, True
TestParameter, AutoAnalysis.Line1.YAxis, 0
TestParameter, AutoAnalysis.Line1.Point1.Type, 0
TestParameter, AutoAnalysis.Line1.Point1.XY.X, 
TestParameter, AutoAnalysis.Line1.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.Point2.Type, 0
TestParameter, AutoAnalysis.Line1.Point2.XY.X, 
TestParameter, AutoAnalysis.Line1.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line1.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line1.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line1.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line1.GradientExpr, 0
TestParameter, AutoAnalysis.Line2.Enabled, false
TestParameter, AutoAnalysis.Line2.Type, 1
TestParameter, AutoAnalysis.Line2.Fix, True
TestParameter, AutoAnalysis.Line2.YAxis, 0
TestParameter, AutoAnalysis.Line2.Point1.Type, 0
TestParameter, AutoAnalysis.Line2.Point1.XY.X, 
TestParameter, AutoAnalysis.Line2.Point1.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point1.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point1.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point1.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.Point2.Type, 0
TestParameter, AutoAnalysis.Line2.Point2.XY.X, 
TestParameter, AutoAnalysis.Line2.Point2.XY.Y, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Var, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Condition, 
TestParameter, AutoAnalysis.Line2.Point2.Data.Start, false
TestParameter, AutoAnalysis.Line2.Point2.Data.StartVar, 
TestParameter, AutoAnalysis.Line2.Point2.Data.StartCondition, 
TestParameter, AutoAnalysis.Line2.GradientExpr, 0
TestParameter, AutoAnalysis.Marker.Enabled, false
TestParameter, AutoAnalysis.Marker.Data.Var, 
TestParameter, AutoAnalysis.Marker.Data.Condition, 
TestParameter, AutoAnalysis.Marker.Data.Start, false
TestParameter, AutoAnalysis.Marker.Data.StartVar, 
TestParameter, AutoAnalysis.Marker.Data.StartCondition, 
MetaData, TestRecord.EntryPoint, true
MetaData, TestRecord.RecordTime, 02/14/2023 12:17:18
MetaData, TestRecord.TestTarget, 
MetaData, TestRecord.IterationIndex, 1
MetaData, TestRecord.Preservation, true
MetaData, TestRecord.Flag, 
MetaData, TestRecord.Remarks, 
MetaData, TestRecord.LinkKey, fc569579-11b7-439b-8a76-dce404435d47
MetaData, TestRecord.Parameters, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Enabled, true
AnalysisSetup, Analysis.Setup.Vector.Graph.ActiveYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.LeftYAxis, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.RightYAxis, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Name, V1
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.GroupName, 
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.RunTimeAutoScale, true
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Unit, V
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Scale, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Left, -2
AnalysisSetup, Analysis.Setup.Vector.Graph.XAxis.Right, 2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Name, I1, I2
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.GroupName, , 
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.RunTimeAutoScale, true, true
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Unit, A, A
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Scale, Linear, Linear
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Bottom, -1.2E-08, -1.1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.YAxis.Top, 1.1E-08, 1.1E-08
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Interpolation, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Index, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Marker.Step, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.Active, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Cursor.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor1.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Cursor2.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line1.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Fix, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Type, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.YAxisIndex, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastIndex, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.LastStep, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor1.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Enabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.Active, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalX, 0.5
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Cursor2.NormalY, 0.52173913043478259
AnalysisSetup, Analysis.Setup.Vector.Graph.Operation.Line2.Gradient, 
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.BackgroundColor, -1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.TextColor, -16777216
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridColor, -3618616
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineColor, -65336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelColor, -11513776
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeToColor, -24416
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LineStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelStyle, Adjacent
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotColor, -16777036
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y1.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotColor, -39936
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y2.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotColor, -16731136
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y3.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotColor, -8892376
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y4.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotColor, -65536
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y5.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotColor, -14336
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y6.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotColor, -6946586
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y7.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Visible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotColor, -16733546
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.Thickness, 1
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Plots.Y8.PlotStyle, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.AxisTitle.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.ScaleText.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.FontName, Tahoma
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.RelativeSize, Medium
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Text.Legend.Size, 7
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Scale.LogTickedDecadeCount, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.LogoVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridVisible, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.SetupSummaryVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ChangeColorEnabled, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MinorTicksValueVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.CursorDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.MarkerDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptFormat, 0
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.InterceptDigits, 6
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.Var2LabelVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.ParametersVisible, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.GridNumberFixity, false
AnalysisSetup, Analysis.Setup.Vector.Graph.Preference.AddsVerticalMargin, true
AnalysisSetup, Analysis.Setup.Vector.Graph.Notes, 
AnalysisSetup, Analysis.Setup.Vector.Graph.SetupInfo, 		2E-05	2E-05	5
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Name, V1, I1, I2
AnalysisSetup, Analysis.Setup.Vector.List.Datum.Unit, V, A, A
AnalysisSetup, Analysis.Setup.Preference.GraphVisible, true
AnalysisSetup, Analysis.Setup.Preference.ListVisible, true
AnalysisSetup, Analysis.Setup.Preference.ScalarVisible, true
AnalysisSetup, Analysis.Setup.Title, I/V Sweep
Dimension1, 101, 101, 101
Dimension2, 1, 1, 1
DataName, V1, I1, I2
DataValue, -2, -1.10798E-08, 1.0911499999999998E-08
DataValue, -1.9600000000000002, -1.0619199999999998E-08, 1.05837E-08
DataValue, -1.9200000000000002, -1.03015E-08, 1.0278599999999999E-08
DataValue, -1.8800000000000001, -1.0004399999999998E-08, 9.9879E-09
DataValue, -1.84, -9.7247E-09, 9.7091999999999987E-09
DataValue, -1.8, -9.4537999999999989E-09, 9.4293E-09
DataValue, -1.76, -9.1862E-09, 9.1728E-09
DataValue, -1.72, -8.9223999999999989E-09, 8.9222E-09
DataValue, -1.6800000000000002, -8.6075E-09, 8.6660999999999984E-09
DataValue, -1.6400000000000001, -8.4013999999999987E-09, 8.4031999999999984E-09
DataValue, -1.6, -8.1473E-09, 8.1570999999999986E-09
DataValue, -1.56, -7.8866999999999984E-09, 7.9165999999999989E-09
DataValue, -1.52, -7.624E-09, 7.6624E-09
DataValue, -1.48, -7.4143999999999995E-09, 7.4092E-09
DataValue, -1.4400000000000002, -7.2098999999999993E-09, 7.179499999999999E-09
DataValue, -1.4000000000000001, -6.9497999999999993E-09, 6.9190999999999994E-09
DataValue, -1.36, -6.7138E-09, 6.6857999999999994E-09
DataValue, -1.32, -6.4520999999999993E-09, 6.4684999999999993E-09
DataValue, -1.28, -6.1848999999999992E-09, 6.2308999999999992E-09
DataValue, -1.24, -5.9890999999999995E-09, 5.9819999999999994E-09
DataValue, -1.2, -5.762399999999999E-09, 5.7467999999999992E-09
DataValue, -1.1600000000000001, -5.5358999999999995E-09, 5.5184999999999991E-09
DataValue, -1.12, -5.2941E-09, 5.2887E-09
DataValue, -1.08, -5.0658E-09, 5.0582999999999994E-09
DataValue, -1.04, -4.8342999999999993E-09, 4.8309999999999996E-09
DataValue, -1, -4.5959E-09, 4.6076999999999993E-09
DataValue, -0.96000000000000008, -4.3689E-09, 4.3834999999999992E-09
DataValue, -0.92, -4.1338E-09, 4.1556E-09
DataValue, -0.88, -3.9258E-09, 3.9278999999999992E-09
DataValue, -0.84000000000000008, -3.6981999999999995E-09, 3.7048999999999995E-09
DataValue, -0.8, -3.4765999999999998E-09, 3.4842999999999996E-09
DataValue, -0.76, -3.2421E-09, 3.2572999999999995E-09
DataValue, -0.72000000000000008, -3.0299999999999997E-09, 3.036E-09
DataValue, -0.68, -2.8147E-09, 2.8165999999999996E-09
DataValue, -0.64, -2.5911E-09, 2.5974999999999998E-09
DataValue, -0.6, -2.3709999999999998E-09, 2.3937999999999997E-09
DataValue, -0.56, -2.156E-09, 2.1606999999999998E-09
DataValue, -0.52, -1.936E-09, 1.947E-09
DataValue, -0.48000000000000004, -1.7206999999999999E-09, 1.7395999999999999E-09
DataValue, -0.44, -1.5097999999999999E-09, 1.514E-09
DataValue, -0.4, -1.2848E-09, 1.3052999999999998E-09
DataValue, -0.36000000000000004, -1.0746E-09, 1.0914E-09
DataValue, -0.32, -8.723999999999999E-10, 8.7379999999999992E-10
DataValue, -0.28, -6.4969999999999994E-10, 6.6889999999999993E-10
DataValue, -0.24000000000000002, -4.4499999999999996E-10, 4.5099999999999994E-10
DataValue, -0.2, -2.2659999999999997E-10, 2.457E-10
DataValue, -0.16, -2.1099999999999997E-11, 3.16E-11
DataValue, -0.12000000000000001, 1.9259999999999999E-10, -1.723E-10
DataValue, -0.08, 3.9339999999999995E-10, -3.8509999999999994E-10
DataValue, -0.04, 6.111E-10, -5.8389999999999992E-10
DataValue, 0, 8.0959999999999987E-10, -7.9659999999999992E-10
DataValue, 0.04, 1.0235999999999999E-09, -9.975E-10
DataValue, 0.08, 1.2189999999999998E-09, -1.1986E-09
DataValue, 0.12000000000000001, 1.4166999999999999E-09, -1.4057999999999998E-09
DataValue, 0.16, 1.6319999999999997E-09, -1.6026999999999999E-09
DataValue, 0.2, 1.8268999999999998E-09, -1.8019999999999998E-09
DataValue, 0.24000000000000002, 2.0217999999999998E-09, -1.9988999999999998E-09
DataValue, 0.28, 2.2205E-09, -2.1953999999999997E-09
DataValue, 0.32, 2.4294E-09, -2.4013999999999996E-09
DataValue, 0.36000000000000004, 2.6246E-09, -2.5866999999999998E-09
DataValue, 0.4, 2.8199999999999998E-09, -2.7817999999999996E-09
DataValue, 0.44, 3.0133999999999995E-09, -2.9767E-09
DataValue, 0.48000000000000004, 3.1928999999999996E-09, -3.1694E-09
DataValue, 0.52, 3.4028999999999995E-09, -3.3628999999999996E-09
DataValue, 0.56, 3.5794999999999995E-09, -3.5572999999999997E-09
DataValue, 0.6, 3.7863E-09, -3.7471E-09
DataValue, 0.64, 3.9779999999999993E-09, -3.9373999999999992E-09
DataValue, 0.68, 4.1539E-09, -4.1295999999999995E-09
DataValue, 0.72000000000000008, 4.3602999999999995E-09, -4.3175999999999992E-09
DataValue, 0.76, 4.5495999999999993E-09, -4.5074999999999992E-09
DataValue, 0.8, 4.7223E-09, -4.6968999999999994E-09
DataValue, 0.84000000000000008, 4.9113E-09, -4.8837999999999992E-09
DataValue, 0.88, 5.1167E-09, -5.0725E-09
DataValue, 0.92, 5.2861999999999994E-09, -5.2606999999999994E-09
DataValue, 0.96000000000000008, 5.4758E-09, -5.4457999999999995E-09
DataValue, 1, 5.6628999999999995E-09, -5.6313999999999994E-09
DataValue, 1.04, 5.8525E-09, -5.8212E-09
